StateAbbr,LocationName,FIPS,TotalPopulation,BINGE,CSMOKING,DEPRESSION,DIABETES,LPA,OBESITY,adult_smoking,adult_obesity,excessive_drinking,diabetes_prevalence,some_college,unemployment,children_single_parent,mental_health_providers,median_household_income,driving_alone_to_work,sti,FFR20,gdp,coverage_50,coverage_60,coverage_70,coverage_80,coverage_90,noise50n,noise60n,noise70n,noise80n,noise90n
AK,North Slope,2185,10805,2398.71,2539.175,1977.315,1123.72,2582.395,4527.295,1617.351000020967,2355.5610000305373,1403.3164549084925,751.6320000097442,1545.0,189.0,757.0,11.0,94759.0,939.0,976.4,4.0,10349374.0,,,,,,,,,,
AK,Northwest Arctic,2188,7423,1536.561,2167.516,1685.0210000000002,964.99,2234.3230000000003,2813.317,1671.096000097961,1904.9520001116696,867.1062592252305,730.8000000428399,674.0,352.0,854.0,83.0,65194.0,447.0,2873.6,-9999.0,805190.0,,,,,,,,,,
AK,Petersburg,2195,3360,631.6800000000001,540.96,621.6,349.44,742.5600000000001,1041.6,469.8759999860992,732.0719999783423,600.9433983342217,210.2759999937792,399.0,123.0,116.0,14.0,66096.0,825.0,,5.0,188668.0,,,,,,,,,,
AK,Prince of Wales-Hyder,2198,5650,983.1,1259.95,1192.15,785.35,1469.0,2163.95,1229.3119999807486,1776.7399999721758,942.4344430542412,542.6259999915025,775.0,260.0,317.0,37.0,53638.0,1410.0,241.8,3.0,297013.0,,,,,,,,,,
AK,Sitka,2220,8382,1517.142,1324.356,1684.7820000000002,813.054,1827.276,2724.15,1150.335999975232,1932.831999958384,1424.1937326893355,555.103999988048,1802.0,285.0,359.0,210.0,79363.0,2984.0,341.5,3.0,612414.0,,,,,,,,,,
AK,Skagway,2230,1081,214.038,199.985,212.957,101.614,258.359,369.70200000000006,167.32799999748,305.771999995395,222.91961878344276,75.69599999885999,249.0,130.0,39.0,1.0,78421.0,320.0,,-9999.0,91005.0,,,,,,,,,,
AK,Southeast Fairbanks,2240,7021,1256.759,1418.242,1214.633,723.163,1853.544,2667.98,1079.902999973457,1668.940999958979,1097.4477133003256,449.528999988951,937.0,217.0,250.0,13.0,64544.0,1793.0,159.6,4.0,927824.0,,,,,,,,,,
AK,Wrangell,2275,2070,329.13,370.53,393.3,258.75,521.64,699.66,435.70400000749,620.980000010675,421.8170541964513,181.204000003115,316.0,83.0,106.0,60.0,64643.0,704.0,,-9999.0,101150.0,,,,,,,,,,
AK,Yakutat,2282,700,122.5,143.5,130.20000000000002,92.4,186.2,232.40000000000003,113.62499999691752,169.17499999541053,101.479009768247,54.5399999985204,137.0,22.0,7.0,2.0,68352.0,125.0,863.6,-9999.0,45347.0,,,,,,,,,,
AK,Yukon-Koyukuk,2290,5179,906.325,1460.4779999999998,1118.6640000000002,807.924,1600.311,2040.526,1129.0859999469449,1403.1359999340675,747.2248322768883,496.9439999766489,574.0,280.0,543.0,10.0,43060.0,523.0,1491.4,-9999.0,353603.0,,,,,,,,,,
AL,Autauga,1001,59759,9202.886,9262.645,14222.642,7768.67,16075.170999999998,23246.251,8496.216000484326,15224.18400086785,6970.017694278124,4830.3360002753525,8733.0,1262.0,3628.0,21.0,67565.0,21633.0,578.1,45.0,2318914.0,32827.99421154193,9316.37376091722,1689.707565971435,172.68256414687494,9.0,3058.8081273170033,1038.1278742475672,149.19694268365672,8.927992146136056,0.366721113972461
AL,Baldwin,1003,246435,38690.295,34500.9,57912.225,32282.985,62594.49,90688.08,35987.55799923879,53529.23199886774,38887.41361327224,16999.14799964043,33289.0,5425.0,8613.0,228.0,71135.0,80588.0,336.0,172.0,11097699.0,141610.48421104017,41652.02162264989,8991.618740794742,949.2711857431856,216.00000002048913,15739.62659767943,4478.028707191573,909.5619963457384,119.9965863540128,30.469504580449467
AL,Barbour,1005,24706,3014.1319999999996,5163.554,5632.968000000001,4669.434,8968.278,10697.698,5436.290000337298,7900.220000490174,2723.5504851774845,3226.5750002001946,2566.0,605.0,2822.0,6.0,38866.0,7189.0,895.2,24.0,931174.0,,,,,,,,,,
AL,Bibb,1007,22005,3190.725,4643.055,5699.295,3322.755,7239.645,9110.07,4462.919999798602,7296.519999670729,2836.568110863994,2249.169999898502,2392.0,573.0,1666.0,6.0,50907.0,7106.0,540.3,7.0,571231.0,24870.95131840345,6970.016302096041,423.1460175264872,79.03706297691676,6.03706300258636,671.5826938179296,207.6487512185562,8.715873836392227,1.036425333562624,0.0450532667473823
AL,Blount,1009,59512,9045.824,11366.792,15949.216000000002,8331.68,18448.72,22197.975999999995,9919.182000625262,17291.547001089988,7226.483617590126,5093.634000321081,7843.0,1008.0,3012.0,10.0,55203.0,19997.0,404.7,24.0,1266269.0,35405.1112598401,12175.53848136109,1156.1819121010171,177.5673805238913,12.0,1248.2301190384376,451.9304513625157,51.66545663743322,6.631296930915121,0.30156208595498
AL,Bullock,1011,10202,1193.634,2509.692,2203.632,2285.248,4182.82,5060.192,1990.5480000758016,3459.7620001317505,1062.063423442744,1406.0220000535423,640.0,265.0,1333.0,2.0,33124.0,3207.0,742.5,3.0,302093.0,,,,,,,,,,
AL,Butler,1013,18650,2238.0,3636.75,4252.2,3394.3,6751.3,8392.5,3739.691999801232,6035.193999679223,2060.9363758130594,2295.501999877992,1777.0,801.0,1809.0,13.0,42268.0,6818.0,1064.4,21.0,827931.0,,,,,,,,,,
AL,Calhoun,1015,115788,16673.472,19683.96,28483.848,16789.260000000002,33810.096000000005,43652.07600000001,20156.036000747925,32017.77400118807,14421.926576259752,11326.622000420297,16656.0,3260.0,7621.0,161.0,50259.0,40053.0,729.7,104.0,5453593.0,54875.10692278143,17284.25605309256,3406.3178921577896,243.21322889107975,31.57365771010518,8261.933355718853,2385.757334042982,567.3844815572478,39.08990095319287,4.105639241185106
AL,Chambers,1017,34088,4295.088,7022.128000000001,8249.296,6204.016,12169.416,15544.128,6163.848000194345,10316.61000032528,3707.7970437935064,3630.402000114467,4310.0,1078.0,2205.0,1.0,39318.0,12402.0,721.7,32.0,1013433.0,,,,,,,,,,
AL,Cherokee,1019,25302,3592.8839999999996,4124.226000000001,6325.5,3845.903999999999,7261.674,10095.498,5293.951000315962,7351.519000438765,3514.586921664062,2443.3620001458285,2890.0,530.0,1021.0,6.0,50388.0,8776.0,274.9,18.0,736332.0,,,,,,,,,,
AL,Chilton,1021,45884,6974.3679999999995,7249.672,11425.115999999998,6286.107999999999,13489.896,16839.428,8089.194000510934,13267.63200083802,5400.155618990688,4163.0580002629495,4813.0,974.0,2723.0,27.0,52693.0,15032.0,337.6,27.0,1410920.0,46204.84736670232,14471.162668524556,2842.443575163311,337.447887952643,16.962936986237768,1653.9594301976192,507.06418606462734,74.26763885561674,9.575241940505498,0.6501978809380423
AL,Choctaw,1023,12439,1455.3629999999998,2512.678,2948.043,2525.117,4589.991,5721.9400000000005,2452.865999955966,3958.486999928937,1406.5625898682492,1465.736999973687,1712.0,308.0,1119.0,1.0,41649.0,3714.0,500.4,8.0,770698.0,,,,,,,,,,
AL,Clarke,1025,22515,2791.86,4480.485,5336.055,4165.275,7925.280000000002,9906.6,4583.999999766825,8141.183999585881,2526.593107042679,2713.72799986196,2314.0,700.0,1862.0,21.0,44178.0,7203.0,778.9,27.0,1072868.0,,,,,,,,,,
AL,Clay,1027,14198,1930.928,2924.7880000000005,3677.282,2356.8680000000004,4813.121999999999,5608.21,2674.4319999186946,3875.8369998821704,1634.6558570069049,1347.6629999590298,1096.0,245.0,689.0,2.0,44763.0,4725.0,559.1,5.0,517356.0,,,,,,,,,,
AL,Cleburne,1029,15346,2255.862,3207.314,4143.42,2363.284,5079.526000000001,6077.016,2748.1859998329237,4110.731999750088,1899.3897116268267,1281.716999922078,1728.0,262.0,590.0,8.0,50134.0,4911.0,234.7,8.0,414452.0,,,,,,,,,,
AL,Coffee,1031,54805,8385.165,7891.92,12331.125,7453.48,15400.205,18743.31,8436.078000272204,14100.88400045499,6452.510731479002,4686.710000151225,8583.0,944.0,3705.0,46.0,54203.0,19385.0,638.1,49.0,2008726.0,31966.828893726823,7921.838466812909,151.62815003126892,0.0,0.0,2357.5295894939627,696.15060549555,23.35612299718861,0.0,0.0
AL,Colbert,1033,58033,8298.719000000001,10213.808,14566.283,8472.818,17583.999000000003,23561.398000000005,9419.150000077205,15727.790000128914,7187.815303636917,5038.150000041297,7267.0,1550.0,3692.0,24.0,54185.0,20096.0,582.9,55.0,3270560.0,69437.54167258315,16496.676550807155,4942.450597322148,361.0000003646133,139.0000004433096,7950.871990693217,1563.5601800271124,349.3746079862276,28.74990528639824,15.002079795190914
AL,Conecuh,1035,11206,1277.4840000000002,2106.728,2532.556,2286.024,4034.16,4975.464,2368.6870001253496,3869.1700002047537,1275.638619708706,1406.1130000744104,1232.0,331.0,1297.0,7.0,34664.0,3475.0,596.7,8.0,506332.0,,,,,,,,,,
AL,Coosa,1037,10166,1301.248,1921.374,2348.346,1840.046,3334.448,4361.214,2114.0399998838698,3496.6399998079205,1371.2703056326725,1168.51999993581,1043.0,242.0,584.0,2.0,46509.0,3237.0,844.0,-9999.0,233625.0,,,,,,,,,,
AL,Covington,1039,37602,5001.066000000001,6354.737999999999,9889.326,5489.892,10791.774,16469.676,7123.974000223782,10556.172000331597,4378.161457935129,3489.8820001096256,4356.0,738.0,2181.0,28.0,43544.0,13002.0,431.9,32.0,1525637.0,,,,,,,,,,
AL,Crenshaw,1041,13025,1745.35,2474.75,3191.125,2057.95,4115.9,5249.075,2542.800000033984,3771.820000050409,1611.545485500038,1366.7550000182664,1611.0,357.0,1074.0,9.0,45927.0,4405.0,798.7,7.0,525470.0,,,,,,,,,,
AL,Cullman,1043,90665,14234.405,16682.359999999997,25023.54,12783.765,29284.794999999995,36266.0,15377.777999138998,21818.043998778405,11327.791719947256,7097.435999602613,11204.0,1650.0,3507.0,128.0,51844.0,30332.0,229.2,69.0,3875249.0,,,,,,,,,,
AL,Dale,1045,49544,7134.336,8967.464,12386.0,7728.864,15210.008000000002,21947.992,8311.819999946936,14394.560999908104,5780.402971618198,4835.967999969126,7657.0,1009.0,3406.0,52.0,48493.0,16286.0,567.4,30.0,3386732.0,71782.83813865691,13261.07156524178,2682.521046552598,70.00000000372529,3.0,3098.3854629278717,816.4943812172527,171.21693433830694,4.695222294615255,0.1780030263743768
AL,Dallas,1047,36767,3897.302,6948.963,7721.07,7868.138,13346.420999999998,18457.034000000003,6731.586000052535,13130.748000102478,3541.1152847424364,4792.446000037402,4742.0,1570.0,5867.0,23.0,37679.0,12162.0,935.6,25.0,1540586.0,,,,,,,,,,
AL,DeKalb,1049,71998,9935.724,16199.55,20015.444000000003,11807.672,25775.284,28079.22,13621.999999763251,19234.26399966571,7846.372105217231,7083.43999987689,8831.0,1388.0,3557.0,21.0,47156.0,25019.0,299.2,39.0,2741812.0,,,,,,,,,,
AL,Elmore,1051,89563,13882.265,13971.828,21674.246000000003,11553.627,23465.506,32600.931999999997,13078.23600001379,22951.0220000242,10306.297917673868,7564.862000007977,12093.0,1777.0,4178.0,21.0,62524.0,30115.0,561.5,52.0,2474211.0,39331.7844869301,12346.381010749305,1320.1150790698116,101.6255059008545,3.999999970197678,2972.456114354696,1012.9185623406972,154.8556412480381,11.872805591572243,0.276110505449897
AL,Escambia,1053,36666,4693.2480000000005,7736.526000000001,9203.166,6453.216000000001,12503.106000000002,15913.044,6934.494000396749,10909.143000624152,3967.8985409324177,4087.4050002338554,3662.0,864.0,3476.0,30.0,41212.0,11296.0,690.6,32.0,1531645.0,,,,,,,,,,
AL,Etowah,1055,103088,14432.32,18968.192,27215.231999999996,15875.552,32472.72,42678.432,18920.55499935678,27776.984999055698,12365.722200619915,9581.046999674283,14027.0,3126.0,7507.0,135.0,47872.0,37095.0,609.2,85.0,3527297.0,55035.72130202423,17316.928780408984,4161.618590977289,216.07959493977253,68.99999997549457,7975.166077468716,2303.0869015572453,462.39817213221505,14.664144893011294,5.167474182602211
AL,Fayette,1057,16118,2159.8120000000004,3336.426,4255.152,2675.5880000000006,5447.883999999999,6286.02,3138.449999860693,4752.509999789049,1982.957701699982,1575.629999930062,1806.0,326.0,1006.0,2.0,45937.0,5240.0,429.4,9.0,432967.0,19484.115413195865,4842.865436573423,137.80593779683113,27.80593779683113,4.0,271.73659334297486,66.6472999308142,1.3184092193800054,0.3949057045162815,0.035526693725805
AL,Franklin,1059,31932,4566.276000000001,6354.468,8398.116,5045.256,10984.608,12581.208,5407.476000021615,8988.743000035929,3662.83527484544,3012.0590000120396,3343.0,638.0,2572.0,1.0,40448.0,10734.0,382.6,16.0,1238398.0,,,,,,,,,,
AL,Geneva,1061,26783,3722.837,4713.808000000001,7177.844,4258.497,8650.909,10338.238,5213.62800008127,7427.351000115776,3184.2919223248364,2503.3690000390225,2809.0,444.0,1573.0,6.0,39882.0,8904.0,411.1,15.0,740094.0,21592.898168185653,4896.830060257242,9.50319662690163,0.0,0.0,515.1058721115069,125.30611169661468,0.274983321930786,0.0,0.0
AL,Greene,1063,7422,675.4019999999999,1632.84,1566.042,1848.078,3124.6620000000003,3740.688,1769.267999945292,2948.77999990882,693.0330674859706,1286.16999996023,872.0,328.0,1236.0,1.0,33609.0,1659.0,1158.9,-9999.0,253489.0,38359.529359153785,11757.53080732012,3064.0168442602276,458.4303206906767,34.00000001490116,207.8355555289823,66.68909351074058,16.132085362849825,2.33640461428013,0.1276464530541806
AL,Hale,1065,14595,1663.83,2670.885,3240.09,2816.835,4991.490000000001,6494.775000000001,2903.790000100878,4929.690000171257,1541.970491570568,1812.0550000629512,1650.0,572.0,1747.0,4.0,41836.0,4719.0,1174.0,6.0,318495.0,24433.178482458483,7563.881246124771,647.9611676131894,107.00000018440186,23.000000188127142,391.90611764107257,120.42645232315893,9.461273028309344,1.7494600837960363,0.7245750062769902
AL,Henry,1067,17655,2312.805,3672.24,4466.715,3142.59,6214.56,6779.52,3084.9749998224524,5278.734999696196,2185.8524630707993,1727.5859999005734,1918.0,327.0,837.0,4.0,51126.0,5872.0,587.0,11.0,614304.0,25789.84174481521,5527.189719575236,1016.7810691202812,25.99999997485429,2.99999997485429,616.3587704121039,141.46772622265854,26.775516324038723,0.4721567989146453,0.0502442438637843
AL,Houston,1069,108079,14374.507,19238.062,26479.355,16536.087000000003,32639.858,40205.388000000006,17852.155998865957,33071.73599789915,12293.91809557264,10365.767999341526,15657.0,2497.0,7942.0,170.0,54391.0,38706.0,693.2,121.0,7230333.0,55420.83298947704,13473.645594509624,3161.2562385676433,76.00000003585595,24.99999996880067,8290.597531017977,2212.807736466453,497.08811879397234,14.30927544004307,4.343671898609392
AL,Jackson,1071,52891,7563.413,10683.982,14386.352,8250.996,17506.921000000002,20574.599,9875.21599998766,15816.735999980236,6516.659840779057,4999.071999993754,6097.0,1203.0,2735.0,29.0,46606.0,16668.0,257.6,33.0,1898397.0,,,,,,,,,,
AL,Jefferson,1073,665409,92491.851,97149.714,153044.07,95153.487,180325.83900000004,262836.555,89127.10400345783,173190.16800671924,83887.61780543457,63806.9040024755,124466.0,19675.0,54536.0,1379.0,57802.0,244098.0,898.6,682.0,58260973.0,284556.8055419907,78228.78274313646,20664.71565075464,3216.0294387297754,274.00000032808856,111410.15972051072,28254.93786372197,7389.521803197755,1519.1334307413274,94.18783342500714
AL,Lamar,1075,13705,1904.995,2494.31,3453.66,2151.685,4303.37,5262.72,2703.2499998442,3935.931999773155,1717.1110563838356,1362.4379999214768,1500.0,278.0,845.0,2.0,40204.0,4640.0,369.4,7.0,425429.0,22342.481732714805,5897.322636862658,517.1940621811668,133.19406218116688,18.0,273.4537682976886,78.41571481693937,5.565504746127973,1.1644671770735768,0.2469434799064797
AL,Lauderdale,1077,95878,14285.822,14094.066,24161.256,12176.506,24928.28,33749.056000000004,15413.53999939943,24586.475999042024,12782.958706668329,8195.491999680675,12469.0,2321.0,4722.0,153.0,52293.0,34870.0,490.7,77.0,3444931.0,28612.30427986701,8455.72858213866,805.9615938592792,0.0,0.0,4724.6214898517965,1289.1603100904526,110.76784969041648,0.0,0.0
AL,Lawrence,1079,33214,4915.6720000000005,6676.014,8768.496,5347.454000000001,10628.48,13650.954000000002,6598.143999835521,9149.769999771912,4149.7657288571545,3195.97599992033,4143.0,703.0,1693.0,43.0,48924.0,11447.0,300.7,17.0,800955.0,,,,,,,,,,
AL,Lee,1081,180773,28923.68,27477.496000000003,45554.795999999995,20788.895,47724.072,61282.047000000006,24278.615998784975,44334.86399778126,20180.993071801346,15701.930999214195,31806.0,3935.0,9271.0,178.0,58963.0,61846.0,448.5,152.0,7964355.0,75021.81178859559,20896.991331428573,4768.250166084335,439.6940154086705,20.99999998509884,18053.15050853634,4475.613086040551,711.6146699780236,83.31971298642573,1.387105637926303
AL,Limestone,1083,110900,16967.7,17300.4,26172.4,14195.2,28057.7,40367.6,16496.864999372294,26857.214998978077,12732.10948464904,8925.839999660371,15779.0,1900.0,4000.0,51.0,70850.0,37116.0,341.7,49.0,5978437.0,66349.38992330918,18625.742596452033,4743.443433955092,495.6767727231929,44.99999997764823,8134.907541070027,1888.8766588298656,383.2965979683289,41.39551582966149,5.604677062875278
AL,Lowndes,1085,9777,1046.139,2111.8320000000003,2082.501,2219.379,3783.699000000001,4829.838,1927.1679999641349,3447.8239999358348,885.1179802507276,1347.511999974922,948.0,488.0,1154.0,0.0,37499.0,3022.0,925.4,-9999.0,497207.0,,,,,,,,,,
AL,Macon,1087,18516,1999.7280000000003,3258.8160000000003,3962.423999999999,3740.232,6758.34,8517.36,3398.25000000138,5969.100000002424,1784.9214392407246,2585.6250000010496,1993.0,773.0,1655.0,75.0,37736.0,5866.0,1228.7,13.0,632088.0,,,,,,,,,,
AL,Madison,1089,403565,62149.01,53270.58,92819.95,48831.365,88380.735,142458.44499999998,47907.15999843271,96706.99999683622,52430.24616015273,31541.35999896812,72447.0,8668.0,21482.0,613.0,67810.0,153807.0,762.9,363.0,32716506.0,121376.79187420402,33261.075875172086,7892.569699195624,613.3232273149764,48.99999986216426,35552.92307587321,11001.583849523322,2426.8210183893693,224.70704440795177,26.031706931138
AL,Marengo,1091,18745,2249.4,3730.255,4367.585,3580.295,6616.985000000001,8660.19,3486.054000006835,6359.49600001247,2028.8613170865783,2187.9000000042897,2089.0,485.0,2221.0,6.0,43198.0,5862.0,784.6,20.0,987252.0,,,,,,,,,,
AL,Marion,1093,29156,4081.84,5568.796000000001,7668.028,4635.804,9563.168,11574.932000000004,5725.3229999004425,8458.398999852916,3859.537578860487,2709.5149999528844,3819.0,661.0,1361.0,5.0,44333.0,9936.0,296.2,27.0,1275480.0,,,,,,,,,,
AL,Marshall,1095,99423,15211.719,16106.526,26148.249,13223.259000000002,28236.132,38079.009,16195.597999096406,27597.879998460245,10391.570301655427,9005.623999497553,12458.0,1845.0,6434.0,261.0,51417.0,33782.0,336.9,94.0,4658889.0,38110.73519132747,10541.875667002403,1406.204078903953,31.999999946449,2.9999999999999982,4548.332703344829,1246.9183842967925,167.2044002753229,14.796392499748666,0.3128880588743005
AL,Mobile,1097,411411,60066.005999999994,77345.26800000001,99561.462,63357.294,122189.067,173204.03100000002,67805.686004063,115333.0360069109,53949.899416514054,41507.21900248717,63704.0,15121.0,34793.0,441.0,50871.0,148366.0,811.0,322.0,26469764.0,230812.528697461,61046.34912125543,11078.885898552464,1500.999999884547,139.99999997066334,64886.517203818024,16351.894087211913,2539.405342366917,270.61005433725506,17.39452872575897
AL,Monroe,1099,19404,2367.288,3783.78,4579.344,3686.76,6694.38,8246.7,4104.419000140365,6667.6530002280215,2383.6405118254165,2449.6730000837747,1611.0,610.0,2019.0,22.0,38812.0,6068.0,564.3,11.0,797210.0,33363.726457709825,6875.199386240171,402.13410617632326,127.00000000745058,16.0,517.874831099074,121.77393710989382,4.5187239961822625,0.631622737591624,0.1021341639444108
AL,Montgomery,1101,226361,27389.681,39386.814,49799.42,38707.731,67908.3,100051.56200000002,34568.783998848136,64665.983997845266,25826.710595725028,24077.759999197704,39851.0,8368.0,23278.0,394.0,49607.0,82400.0,1134.3,250.0,16909375.0,135698.54839753677,39406.13259461872,9419.980783091098,1240.4272355554294,46.00000003259629,27553.72841801416,8523.979515350116,2299.2363754434996,196.91337965774844,4.039258557125549
AL,Morgan,1103,124211,18134.806,21488.503000000004,32170.649,19004.283,38505.41,48069.657,19051.08600091557,31905.945001533353,13752.099277044606,10635.315000511118,15892.0,2634.0,6583.0,193.0,55688.0,45264.0,396.1,94.0,7560724.0,61837.217942046955,17794.674019368915,4005.7694189989056,311.9999998714775,13.9999999254942,11467.277729872383,2883.9421787430624,458.3626620225208,45.71994880644296,3.6968147865531424
AL,Perry,1105,8035,843.6750000000001,1695.385,1807.875,1767.7,3173.8250000000003,3880.905,1758.187999945873,3197.963999901548,791.535587599832,1308.2579999597242,712.0,373.0,1287.0,5.0,33712.0,1873.0,818.1,-9999.0,221268.0,,,,,,,,,,
AL,Pickens,1107,18697,2430.61,3627.218,4262.916,3215.8839999999996,6394.374000000001,8189.286,3745.637999835685,6418.8069997184175,2374.9613046830145,2337.0219998974785,2504.0,499.0,1750.0,7.0,41870.0,5635.0,612.1,7.0,525270.0,30215.056397958448,7487.985418837889,670.2090731778437,105.00000002747402,9.0,318.2156838271229,87.07340356082874,7.328599675314764,1.0722678078703758,0.0610918786387057
AL,Pike,1109,33014,4820.044,4721.002,7989.388,4324.834,9574.06,12446.278,5497.728000297834,9687.744000524825,3801.603449217148,3709.6320002009666,4486.0,772.0,2624.0,22.0,43141.0,11580.0,954.3,35.0,1898433.0,,,,,,,,,,
AL,Randolph,1111,22479,3169.539,4248.531,5777.102999999999,3641.598,7328.154,9059.037,4224.289999973905,6254.84999996136,2733.3274699681147,2175.59999998656,2377.0,447.0,1337.0,6.0,46679.0,7578.0,554.5,10.0,637261.0,29944.12881887582,7161.58292269997,944.922962067638,143.00000001396984,37.0000000335276,729.599537528129,170.88242157121135,23.838957954474665,2.817956736228167,0.7034535989394521
AL,Russell,1113,58555,8080.59,11886.665,13994.645,10247.125,19850.145,27579.405,9608.759999521928,17047.799999151808,6141.391729074442,6509.159999676144,10367.0,1210.0,6012.0,28.0,40821.0,20422.0,781.6,53.0,2016377.0,31995.356536016512,9553.23682354889,1313.8760770893402,27.000000050291415,4.0,4902.550998642734,1581.0429775240514,420.1957699495627,4.378056618102911,0.3354443890078956
