StateAbbr,LocationName,LocationID,TotalPopulation,BINGE,CANCER,CSMOKING,DEPRESSION,DIABETES,DISABILITY,LPA,MOBILITY,OBESITY,SELFCARE,VISION
AK,Aleutians East,2013,3398,560.67,139.31799999999998,618.436,421.35200000000003,434.944,1002.41,1032.992,404.3620000000001,1077.166,129.124,217.472
AK,Aleutians West,2016,5122,1044.888,204.88,896.35,691.47,548.054,1347.086,1367.574,491.712,1541.7220000000002,158.782,271.466
AK,Anchorage,2020,287145,55993.275,18664.425,38477.43,60874.74,22971.600000000002,74083.41,56567.565,26130.195,84994.92,7752.915,11772.945
AK,Bethel,2050,18257,3468.83,967.621,6079.581,4107.825,2428.181,7978.309,6207.38,3450.573,7503.627,1204.962,1843.9569999999999
AK,Bristol Bay,2060,865,176.46,70.065,150.51,173.0,94.285,269.015,186.84,115.045,277.665,31.14,45.845
AK,Chugach,2063,6874,1395.4220000000003,529.298,1051.7220000000002,1278.564,632.408,1862.8540000000003,1436.6659999999997,742.3920000000002,2130.94,199.346,288.708
AK,Copper River,2066,2589,476.376,227.83200000000002,455.66400000000004,502.266,292.557,818.1240000000001,629.1270000000001,370.22700000000003,856.9590000000001,103.56,142.395
AK,Denali,2068,1585,336.02,110.95,258.355,293.225,133.14000000000001,410.515,339.19,164.84,508.785,45.965,64.98499999999999
AK,Dillingham,2070,4723,1024.8909999999998,288.103,1308.271,1076.844,623.436,1993.106,1317.7169999999999,840.6940000000001,1761.679,250.319,387.286
AK,Fairbanks North Star,2090,95356,20787.608,6198.14,13349.84,19834.048000000003,6865.6320000000005,27462.528000000002,19357.268,8105.26,30323.208000000002,2383.9,3623.528
AK,Haines,2100,2056,374.19199999999995,211.76800000000003,302.23199999999997,380.36,207.65599999999998,590.072,433.8160000000001,263.168,670.2560000000001,69.904,96.632
AK,Hoonah-Angoon,2105,2287,375.068,224.12600000000003,455.11299999999994,427.66900000000004,322.46700000000004,816.4590000000001,612.916,400.225,736.4140000000001,112.06300000000002,157.80300000000003
AK,Juneau,2110,31685,6400.37,2439.745,4752.75,6083.52,2756.5950000000003,8174.7300000000005,6653.85,3073.445,10582.79,887.1800000000001,1267.4
AK,Kenai Peninsula,2122,60690,10499.37,5462.1,9649.710000000001,13351.800000000001,5886.93,18510.45,12926.970000000001,8011.08,19724.25,2245.53,2973.81
AK,Ketchikan Gateway,2130,13741,2761.9410000000003,1113.021,2061.15,2761.9410000000003,1360.359,3792.5160000000005,2913.092,1552.7330000000002,4740.645,439.71200000000005,618.345
AK,Kodiak Island,2150,12720,2289.6,763.2,2124.2400000000002,2353.2000000000003,1221.1200000000001,3816.0,2874.7200000000003,1399.2,3854.16,394.32,610.5600000000001
AK,Kusilvak,2158,8278,1498.3180000000002,397.34400000000005,3162.1960000000004,2052.944,1291.3680000000002,4221.78,3211.8639999999996,1845.994,3766.4900000000002,670.518,1018.1940000000001
AK,Lake and Peninsula,2164,1381,256.86600000000004,95.289,330.059,287.248,183.673,517.875,385.29900000000004,232.008,538.59,69.05,100.81299999999999
AK,Matanuska-Susitna,2170,113325,20058.525,8386.05,22325.025,27198.0,10539.225,40117.05,29804.475000000002,15298.875,36264.0,4193.025,5666.25
AK,Nome,2180,9835,1858.815,531.09,3275.0550000000003,2242.38,1258.88,4199.545,2989.84,1750.63,3648.785,590.1,944.16
AK,North Slope,2185,10805,2398.71,605.0799999999999,2539.175,1977.315,1123.72,3490.0149999999994,2582.395,1318.21,4527.295,388.98,605.0799999999999
AK,Northwest Arctic,2188,7423,1536.5610000000001,423.111,2167.516,1685.0210000000002,964.99,3177.044,2234.3230000000003,1284.179,2813.317,400.84200000000004,630.955
AK,Petersburg,2195,3360,631.6800000000001,299.04,540.96,621.6,349.44,1014.72,742.5600000000001,430.08,1041.6,117.60000000000001,164.64000000000001
AK,Prince of Wales-Hyder,2198,5650,983.0999999999999,485.90000000000003,1259.95,1192.15,785.35,2107.45,1469.0,1028.3,2163.95,288.15,395.5
AK,Sitka,2220,8382,1517.142,653.796,1324.356,1684.7820000000002,813.054,2455.926,1827.276,1005.84,2724.15,268.22400000000005,402.336
AK,Skagway,2230,1081,214.038,88.642,199.985,212.95700000000002,101.614,316.733,258.359,132.96300000000002,369.70200000000006,36.754000000000005,50.807
AK,Southeast Fairbanks,2240,7021,1256.759,533.596,1418.242,1214.633,723.163,2253.741,1853.5439999999999,996.982,2667.98,301.903,414.23900000000003
AK,Wrangell,2275,2070,329.13,219.42000000000002,370.53000000000003,393.3,258.75,724.5,521.64,329.13,699.66,86.94,122.13
AK,Yakutat,2282,700,122.5,56.7,143.5,130.20000000000002,92.4,250.59999999999997,186.20000000000002,112.70000000000002,232.40000000000003,31.5,46.2
AK,Yukon-Koyukuk,2290,5179,906.325,393.60400000000004,1460.4779999999998,1118.6640000000002,807.924,2237.3280000000004,1600.3110000000001,1072.053,2040.526,336.635,481.64700000000005
AL,Autauga,1001,59759,9202.886,4959.997000000001,9262.645,14222.642,7768.67,19600.951999999997,16075.170999999998,9083.368,23246.251,2211.083,2928.1910000000003
AL,Baldwin,1003,246435,38690.295,24889.935,34500.9,57912.225,32282.985,78366.33,62594.49,36472.38,90688.08,8132.3550000000005,11336.01
AL,Barbour,1005,24706,3014.1319999999996,1951.7740000000003,5163.554,5632.968000000001,4669.434,10623.58,8968.278,5781.203999999999,10697.697999999999,1778.832,2322.3640000000005
AL,Bibb,1007,22005,3190.725,1870.425,4643.055,5699.295,3322.755,8405.910000000002,7239.645,4114.935,9110.07,1188.2700000000002,1562.355
AL,Blount,1009,59512,9045.823999999999,5594.128000000001,11366.792000000001,15949.216000000002,8331.68,22555.048,18448.72,10950.207999999999,22197.975999999995,2797.0640000000003,3749.256
AL,Bullock,1011,10202,1193.634,642.726,2509.692,2203.632,2285.248,4743.93,4182.82,2744.3379999999997,5060.192,989.5939999999999,1244.644
AL,Butler,1013,18650,2238.0,1566.6000000000001,3636.75,4252.2,3394.3,7721.1,6751.3,4233.55,8392.5,1193.6000000000001,1547.95
AL,Calhoun,1015,115788,16673.472,9726.192000000001,19683.96,28483.848,16789.260000000002,40988.952,33810.096000000005,20147.111999999997,43652.07600000001,5326.248,7063.067999999999
AL,Chambers,1017,34088,4295.088,2795.216,7022.128000000001,8249.296,6204.016,14146.52,12169.416000000001,7669.8,15544.128,2147.544,2829.304
AL,Cherokee,1019,25302,3592.8839999999996,2707.314,4124.226000000001,6325.5,3845.9039999999995,9184.626,7261.674,4655.568,10095.498,1113.288,1442.214
AL,Chilton,1021,45884,6974.3679999999995,3946.024,7249.6720000000005,11425.115999999998,6286.107999999999,16013.516,13489.895999999999,7800.28,16839.428,1973.012,2661.2720000000004
AL,Choctaw,1023,12439,1455.3629999999998,1119.51,2512.678,2948.043,2525.117,5423.404,4589.991,3122.1890000000003,5721.9400000000005,870.73,1094.632
AL,Clarke,1025,22515,2791.86,1868.7450000000003,4480.485,5336.055,4165.275,9366.24,7925.280000000002,5133.42,9906.6,1463.4750000000001,1868.7450000000003
AL,Clay,1027,14198,1930.9279999999999,1348.81,2924.7880000000005,3677.2819999999997,2356.8680000000004,5821.18,4813.121999999999,3052.57,5608.21,809.2860000000001,1036.454
AL,Cleburne,1029,15346,2255.862,1457.8700000000001,3207.314,4143.42,2363.284,6046.3240000000005,5079.526000000001,3161.2760000000003,6077.016,844.03,1058.874
AL,Coffee,1031,54805,8385.165,4548.8150000000005,7891.92,12331.125,7453.4800000000005,18085.65,15400.205,8933.215,18743.31,2356.6150000000002,3178.69
AL,Colbert,1033,58033,8298.719000000001,5339.036,10213.808,14566.283000000001,8472.818,20659.748,17583.999000000003,10445.94,23561.398000000005,2669.518,3540.013
AL,Conecuh,1035,11206,1277.4840000000002,1008.5400000000001,2106.728,2532.556,2286.024,4684.108,4034.1600000000003,2734.2639999999997,4975.464,784.4200000000001,986.128
AL,Coosa,1037,10166,1301.248,996.268,1921.374,2348.346,1840.046,4056.234,3334.448,2165.358,4361.214,559.13,731.952
AL,Covington,1039,37602,5001.066000000001,3835.4039999999995,6354.737999999999,9889.326,5489.892,13649.525999999998,10791.774,6805.962,16469.676,1767.2939999999999,2331.324
AL,Crenshaw,1041,13025,1745.3500000000001,1159.2250000000001,2474.75,3191.125,2057.95,4988.575,4115.9,2513.8250000000003,5249.075,677.3000000000001,885.7
AL,Cullman,1043,90665,14234.405,8613.175,16682.359999999997,25023.54,12783.765,34724.69499999999,29284.794999999995,16773.025,36266.0,4261.255,5621.2300000000005
AL,Dale,1045,49544,7134.336,4112.152,8967.464,12386.0,7728.8640000000005,17885.384000000002,15210.008000000002,9413.36,21947.992,2576.288,3319.448
AL,Dallas,1047,36767,3897.302,2720.758,6948.963,7721.07,7868.138,15368.606,13346.420999999998,9044.682,18457.034000000003,2794.2920000000004,3492.8650000000002
AL,DeKalb,1049,71998,9935.724,6335.8240000000005,16199.550000000001,20015.444000000003,11807.672,31535.124,25775.284,16199.550000000001,28079.22,4679.87,6047.832000000001
AL,Elmore,1051,89563,13882.265,7523.292000000001,13971.828000000001,21674.246000000003,11553.627,29466.227,23465.506,13255.324000000002,32600.931999999997,3313.8310000000006,4567.713
AL,Escambia,1053,36666,4693.2480000000005,3079.9440000000004,7736.526000000001,9203.166000000001,6453.216000000001,15143.057999999999,12503.106000000002,7809.858,15913.044,2273.2920000000004,2859.948
AL,Etowah,1055,103088,14432.32,9381.008,18968.192,27215.231999999996,15875.552,39379.616,32472.72,19999.072,42678.432,5257.487999999999,6803.807999999999
AL,Fayette,1057,16118,2159.8120000000004,1595.6820000000002,3336.426,4255.152,2675.5880000000006,6721.206000000001,5447.883999999999,3497.6059999999998,6286.02,967.08,1224.9679999999998
AL,Franklin,1059,31932,4566.276000000001,2778.084,6354.468,8398.116,5045.256,12932.460000000001,10984.608,6641.856,12581.208,1852.056,2458.764
AL,Geneva,1061,26783,3722.837,2624.7340000000004,4713.808000000001,7177.844,4258.497,10606.068000000001,8650.909,5436.9490000000005,10338.238000000001,1419.499,1821.244
AL,Greene,1063,7422,675.4019999999999,564.072,1632.8400000000001,1566.0420000000001,1848.078,3569.982,3124.6620000000003,2234.0220000000004,3740.688,749.622,927.75
AL,Hale,1065,14595,1663.83,1109.22,2670.885,3240.09,2816.835,5983.95,4991.490000000001,3283.875,6494.775000000001,963.27,1298.955
AL,Henry,1067,17655,2312.805,1624.26,3672.2400000000002,4466.715,3142.59,7362.135,6214.56,4042.995,6779.52,1076.955,1412.4
AL,Houston,1069,108079,14374.507000000001,9294.794,19238.062,26479.355,16536.087000000003,38368.045,32639.858,19670.377999999997,40205.388000000006,5403.95,7133.213999999999
AL,Jackson,1071,52891,7563.4130000000005,5077.536,10683.982,14386.351999999999,8250.996,21315.073,17506.921000000002,11107.11,20574.599,2961.8959999999997,3861.043
AL,Jefferson,1073,665409,92491.851,49905.675,97149.714,153044.07,95153.48700000001,214261.698,180325.83900000004,104469.21299999999,262836.555,28612.587,38593.722
AL,Lamar,1075,13705,1904.9950000000001,1356.795,2494.31,3453.66,2151.685,5331.245,4303.37,2782.1150000000002,5262.72,698.955,918.235
AL,Lauderdale,1077,95878,14285.822,9012.532000000001,14094.065999999999,24161.256,12176.506,31927.374,24928.28,14765.212,33749.056000000004,3643.3639999999996,4889.778
AL,Lawrence,1079,33214,4915.6720000000005,2989.26,6676.014,8768.496,5347.454000000001,13318.814000000002,10628.48,6842.084000000001,13650.954000000002,1826.77,2391.4080000000004
AL,Lee,1081,180773,28923.68,11931.018,27477.496000000003,45554.795999999995,20788.895,59655.090000000004,47724.072,24765.901,61282.047000000006,6869.374000000001,9942.515
AL,Limestone,1083,110900,16967.7,9315.6,17300.4,26172.4,14195.2,35488.0,28057.7,15969.6,40367.6,4103.3,5545.0
AL,Lowndes,1085,9777,1046.139,694.167,2111.8320000000003,2082.501,2219.379,4428.981,3783.6990000000005,2649.567,4829.838,870.153,1055.9160000000002
AL,Macon,1087,18516,1999.7280000000003,1147.992,3258.8160000000003,3962.4239999999995,3740.232,7924.847999999999,6758.34,4369.776000000001,8517.36,1370.184,1814.5680000000002
AL,Madison,1089,403565,62149.01,31881.635000000002,53270.58,92819.95,48831.365,109769.68000000001,88380.735,52059.885,142458.44499999998,13721.210000000001,18563.989999999998
AL,Marengo,1091,18745,2249.4,1462.1100000000001,3730.255,4367.585,3580.295,7722.9400000000005,6616.985000000001,4386.33,8660.19,1274.66,1612.07
AL,Marion,1093,29156,4081.84,2915.6,5568.796000000001,7668.028,4635.804,11662.4,9563.168,6210.228000000001,11574.932000000003,1632.7359999999999,2070.076
AL,Marshall,1095,99423,15211.719000000001,9246.339,16106.526,26148.249,13223.259000000002,35394.588,28236.131999999998,16305.372,38079.009,4175.7660000000005,5766.534000000001
AL,Mobile,1097,411411,60066.005999999994,31678.647,77345.26800000001,99561.462,63357.294,155924.769,122189.067,80636.55600000001,173204.03100000002,22627.605,29210.180999999997
AL,Monroe,1099,19404,2367.288,1688.148,3783.78,4579.344,3686.76,7916.831999999999,6694.38,4385.304,8246.7,1261.26,1629.9360000000001
AL,Montgomery,1101,226361,27389.681,15392.548,39386.814,49799.42,38707.731,81942.682,67908.3,42555.868,100051.56200000002,12676.215999999999,17656.158
AL,Morgan,1103,124211,18134.806,10806.357,21488.503000000004,32170.649,19004.283,46579.125,38505.41,22606.402,48069.657,5713.706,7949.504000000001
AL,Perry,1105,8035,843.6750000000001,594.59,1695.385,1807.875,1767.7,3696.1,3173.8250000000003,2137.31,3880.905,723.15,899.9200000000001
AL,Pickens,1107,18697,2430.61,1495.76,3627.218,4262.916,3215.8839999999996,7385.3150000000005,6394.374000000001,3945.067,8189.286,1140.517,1477.063
AL,Pike,1109,33014,4820.044,2211.938,4721.002,7989.388,4324.834,11620.928,9574.06,5051.142,12446.278,1419.6019999999999,2046.8680000000002
AL,Randolph,1111,22479,3169.5389999999998,2113.0260000000003,4248.531,5777.102999999999,3641.598,8834.247,7328.154,4495.8,9059.037,1168.9080000000001,1551.0510000000002
AL,Russell,1113,58555,8080.59,4040.295,11886.665,13994.645,10247.125,23597.665,19850.145,12355.105,27579.405,3806.0750000000003,4860.0650000000005
AL,Shelby,1117,230115,35667.825000000004,20480.235,24622.305,53386.68,25082.535,63741.855,48554.265,25772.88,73636.8,6213.1050000000005,8974.485
AL,St. Clair,1115,93932,15404.847999999998,8547.812,14371.596000000001,24328.388,11835.431999999999,29870.376,24516.252000000004,13714.072,31373.288,3381.552,4508.736
AL,Sumter,1119,11853,1327.536,758.592,2121.687,2749.8959999999997,2216.511,5156.055,4255.227,2595.807,5025.6720000000005,853.416,1137.8880000000001
AL,Talladega,1121,80704,10733.632,6779.1359999999995,14688.128,19530.368000000002,13638.975999999999,30586.816000000003,26632.32,16060.096,34379.904,4438.72,5729.984
AL,Tallapoosa,1123,40977,5449.941,4015.7460000000005,7089.021,9547.641,6925.112999999999,16103.961,13071.663,8523.216,17128.386,2253.735,2950.3440000000005
AL,Tuscaloosa,1125,236780,36464.12,15390.7,38358.36,62273.14,28887.16,84056.90000000001,64640.94,34806.66,93528.1,9471.2,13733.24
AL,Walker,1127,64339,8878.782000000001,6112.205,13639.868,18465.293,10165.562000000002,26765.024,23033.361999999997,14025.902,27730.109,3667.323,4632.408
AL,Washington,1129,15122,1965.8600000000001,1360.98,3069.7660000000005,3704.89,2631.228,6215.142000000001,5111.236,3266.3520000000003,6260.508,892.1980000000001,1164.394
AL,Wilcox,1131,10059,1026.0179999999998,764.4839999999999,2373.9240000000004,2293.452,2323.6290000000004,4798.143000000001,4285.134,2886.933,4808.201999999999,935.4870000000001,1186.9620000000002
AL,Winston,1133,23755,3491.985,2399.255,4180.880000000001,6152.545,3682.025,9098.164999999999,7435.3150000000005,4822.265,8741.839999999998,1235.26,1567.83
AR,Arkansas,5001,16512,2295.168,1453.056,3649.152,4309.6320000000005,2840.064,7215.744000000001,6307.584000000001,3698.688,6753.407999999999,941.1840000000001,1287.936
AR,Ashley,5003,18354,2441.0820000000003,1706.9220000000003,3670.8,4643.562,3413.8440000000005,8259.3,7047.936,4460.022,7690.326,1193.01,1578.444
AR,Baxter,5005,42435,5601.42,5134.635,8317.260000000002,11372.58,7129.08,18204.615,14258.16,9887.355,17398.35,2249.055,2970.4500000000003
AR,Benton,5007,302863,53303.888000000006,23623.314,41795.094000000005,72081.394,34526.382000000005,90858.90000000001,70264.216,37857.875,103882.00899999999,8480.163999999999,13325.972000000002
AR,Boone,5009,38284,6240.292000000001,3904.968,7082.54,11178.928,5321.476,15122.18,11676.62,7005.972000000001,14930.76,1569.644,2143.904
AR,Bradley,5011,10135,1378.3600000000001,841.205,2179.025,2554.02,1834.435,4550.615,3749.9500000000003,2391.86,4206.025,648.64,881.745
AR,Calhoun,5013,4695,704.25,436.635,962.475,1183.14,751.2,1929.645,1572.825,924.915,1802.88,215.97,305.175
AR,Carroll,5015,28742,4368.784,2902.942,5202.302000000001,7472.92,4742.43,11755.478000000001,9312.408,6150.788,10260.894000000002,1465.8419999999999,2011.94
AR,Chicot,5017,9873,1145.268,789.84,2241.1710000000003,2280.663,2172.06,4669.929,4067.6760000000004,2744.6940000000004,4383.612,809.5859999999999,1066.284
AR,Clark,5019,21250,3315.0,1530.0,3740.0000000000005,5865.0,2996.25,8542.500000000002,6630.0,3973.75,7883.75,1062.5,1466.25
AR,Clay,5021,14265,2225.34,1440.765,3138.3,4179.645,2268.135,6333.66,5035.544999999999,3209.625,5377.905,770.3100000000001,1041.345
AR,Cleburne,5023,25284,3716.748,3008.7960000000003,4677.54,6851.964,4045.44,10442.292,8116.164000000001,5132.652,9076.956,1188.348,1592.8919999999998
AR,Cleveland,5025,7467,1052.847,716.832,1717.41,2120.6279999999997,1284.324,3427.353,2815.059,1762.2120000000002,3054.003,448.02,582.426
AR,Columbia,5027,22216,3510.128,1621.768,3865.584,5642.8640000000005,3354.616,8553.16,6909.1759999999995,4154.392,8553.16,1088.584,1532.904
AR,Conway,5029,21046,3072.716,1915.1860000000001,4903.718,5787.650000000001,3535.728,9491.746,7765.974,4840.58,8734.09,1262.76,1662.634
AR,Craighead,5031,113017,18195.737,8476.275,21812.281000000003,32435.879,14353.159,43172.494000000006,37408.627,19890.992000000002,41703.273,5198.781999999999,7233.088000000001
AR,Crawford,5033,61075,9588.775,5496.75,11482.1,16429.175,8978.025,23269.575,19299.7,12092.85,24246.775,3053.75,4153.1
AR,Crittenden,5035,47061,6212.052,3341.3309999999997,10165.176000000001,12235.86,8188.614,20189.168999999998,16847.838,9976.931999999999,19436.193,2870.721,3859.0019999999995
AR,Cross,5037,16601,2373.943,1444.2869999999998,3536.013,4415.866000000001,2788.968,6955.819,5710.744000000001,3635.6189999999997,6391.385,979.4590000000001,1261.676
AR,Dallas,5039,6191,804.83,557.19,1281.537,1454.885,1182.481,2717.8489999999997,2346.389,1498.2219999999998,2699.2760000000003,365.269,501.471
AR,Desha,5041,10771,1324.8330000000003,840.138,2714.2920000000004,2735.834,2315.765,5299.332000000001,4566.9039999999995,3058.964,4857.7210000000005,947.8480000000001,1217.123
AR,Drew,5043,16911,2638.116,1386.7019999999998,3246.9120000000003,4532.148,2587.3830000000003,6865.866,5817.384,3230.001,6832.044000000001,845.5500000000001,1166.8590000000002
AR,Faulkner,5045,127665,21447.72,9702.54,18766.755,35107.875,15064.470000000001,42129.450000000004,31405.59,18000.765,46342.395000000004,4468.275000000001,6255.585
AR,Franklin,5047,17271,2590.65,1658.016,4041.4139999999998,4801.338,2728.8179999999998,7599.24,6407.541,3885.975,6942.942000000001,967.1759999999999,1278.054
AR,Fulton,5049,12382,1646.806,1337.256,3107.882,3566.0160000000005,2364.962,6054.798,5126.148,3466.96,4804.215999999999,941.032,1201.0539999999999
AR,Garland,5051,100089,15213.527999999998,10709.523,16414.595999999998,28425.275999999998,15313.617000000002,40035.6,30126.789000000004,19317.177000000003,37633.46400000001,4303.826999999999,5805.161999999999
AR,Grant,5053,18160,3087.2000000000003,1707.04,3541.2000000000003,4994.0,2397.12,6664.72,5611.4400000000005,3069.04,6428.64,708.24,980.64
AR,Greene,5055,46448,7663.92,3994.528,10265.008,13795.055999999999,6642.064,19136.576,15931.663999999999,9103.808,17418.0,2322.4,3112.0160000000005
AR,Hempstead,5057,19453,2684.514,1634.0520000000001,3851.6940000000004,4941.062,3404.275,8209.166000000001,6672.378999999999,4279.66,7936.824,1167.18,1575.693
AR,Hot Spring,5059,33203,5246.0740000000005,2988.27,7105.442,8765.592,5179.668,13746.042,11156.208,6640.6,12849.561000000002,1660.15,2191.398
AR,Howard,5061,12557,1883.55,1117.573,2222.589,3114.1360000000004,1958.8919999999998,4909.787,3968.012,2436.058,4922.344,602.736,841.3190000000001
AR,Independence,5063,37945,5919.42,3490.94,8575.57,10928.16,5615.86,16430.185,13166.915,7740.78,14874.44,1973.14,2618.205
AR,Izard,5065,14048,2051.008,1559.328,2781.5040000000004,3666.5280000000007,2163.3920000000003,5745.632,4551.552,2865.7919999999995,5043.232,716.4479999999999,927.1679999999999
AR,Jackson,5067,16624,2609.968,1379.7920000000001,3989.76,4621.472000000001,2676.4640000000004,7464.1759999999995,6250.624000000001,3673.9040000000005,6749.344,997.44,1313.296
AR,Jefferson,5069,64246,8930.194000000001,4625.712,14262.612,15933.008000000002,11114.558,27754.272,22743.084,13812.89,28075.502000000004,3919.006,5396.664000000001
AR,Johnson,5071,26001,3900.15,2236.086,6006.231000000001,7462.286999999999,4238.1630000000005,12194.469,9984.384,5980.2300000000005,10114.389,1612.0620000000001,2236.086
AR,Lafayette,5073,6101,756.5240000000001,555.191,1500.846,1537.4519999999998,1293.412,3001.692,2568.521,1757.0880000000002,2605.127,488.08,646.706
AR,Lawrence,5075,16205,2576.5950000000003,1490.8600000000001,3727.15,4958.7300000000005,2527.98,7308.455,5947.235,3662.33,6644.05,956.095,1280.195
AR,Lee,5077,8364,1137.504,602.2080000000001,2149.548,1982.268,1672.8,4023.0840000000003,3420.8759999999997,2166.276,3755.4359999999997,644.028,853.1279999999999
